번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1952,066700,테라젠이텍스,032102,의약품 제조업,"31,029,957","15,514,978,500","500",원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동) ,2359
1953,095610,테스,032902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000","500",원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36 ,2359
1954,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000","500",원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72 ,2359
1955,055490,테이팩스,032202,플라스틱제품 제조업,"4,717,650","3,771,825,000","500",원(KRW),031-8047-4100,경기도 화성시 양감면 초록로532번길 62-16 ,2359
1956,308700,테크엔,032804,전구 및 조명장치 제조업,"4,000,000","400,000,000","100",원(KRW),053-593-5678,대구광역시 달성군 구지면 국가산단대로50길 99 ,2359
1957,089030,테크윙,032902,특수 목적용 기계 제조업,"19,318,786","9,723,110,000","500",원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37 ,2359
1958,258050,테크트랜스,032509,기타 금속 가공제품 제조업,"7,195,543","719,554,300","100",원(KRW),053-815-8830,경상북도 경산시 진량읍 금박로 656-6 ,2359
1959,054450,텔레칩스,032601,반도체 제조업,"13,505,911","6,752,955,500","500",원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,2359
1960,091440,텔레필드,032604,통신 및 방송 장비 제조업,"9,119,569","4,559,784,500","500",원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",2359
1961,078000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,702,706","5,026,353,000","500",원(KRW),02 -2105-9800,서울특별시 서초구  법원로3길 20-7 ,2359
1962,200230,텔콘RF제약,032604,통신 및 방송 장비 제조업,"85,277,028","8,527,702,800","100",원(KRW),031-371-8502,경기도 용인시 기흥구 동탄기흥로 684 -,2359
1963,214420,토니모리,032004,기타 화학제품 제조업,"17,640,000","3,528,000,000","200",원(KRW),02-591-3191,서울특별시 서초구 남부순환로 2557 토니모리 빌딩 ,2359
1964,215480,토박스코리아,074704,"섬유, 의복, 신발 및 가죽제품 소매업","40,924,427","4,092,442,700","100",원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,2359
1965,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000","500",원(KRW),032-712-5112,인천 연수구 송도동 7-10 ,2359
1966,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000","500",원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) ,2359
1967,108230,톱텍,032902,특수 목적용 기계 제조업,"38,023,245","19,147,956,000","500",원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업5로 140-22 - ,2359
1968,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"26,702,985","13,351,492,500","500",원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",2359
1969,199800,툴젠,137001,자연과학 및 공학 연구개발업,"6,516,249","3,258,124,500","500",원(KRW),02-873-8168,"서울특별시 금천구 가산디지털1로 219(가산동) 벽산디지털밸리 6차 1204,1205,1206 ",2359
1970,105550,트루윈,032602,전자부품 제조업,"11,971,061","5,985,530,500","500",원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,2359
1971,026150,특수건설,064102,토목 건설업,"15,205,118","7,602,559,000","500",원(KRW),02-590-6400,서울특별시 서초구 서운로 7 - ,2359
1972,322180,티라유텍,105802,소프트웨어 개발 및 공급업,"5,433,750","543,375,000","100",원(KRW),02-3461-6531,서울특별시 강남구 학동로5길 7 ,2359
1973,117730,티로보틱스,032902,특수 목적용 기계 제조업,"5,579,429","2,789,714,500","500",원(KRW),031-716-4507,경기도 오산시 가장산업서북로 103-37 (지곶동),2359
1974,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000","500",원(KRW),537601900,대구광역시 수성구 동대구로 23 ,2359
1975,084870,티비에이치글로벌,031401,봉제의복 제조업,"20,856,819","10,428,409,500","500",원(KRW),02-2058-3800,서울특별시 강남구 봉은사로 456 베이직하우스빌딩(삼성동),2359
1976,228180,티씨엠생명과학,137001,자연과학 및 공학 연구개발업,"3,266,470","1,633,235,000","500",원(KRW),031-698-3041,"경기도 성남시 분당구 판교로228번길 15, 3동 3층 (삼평동, 판교세븐벤처밸리 1)",2359
1977,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000","500",원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,2359
1978,246710,티앤알바이오팹,032101,기초 의약물질 및 생물학적 제제 제조업,"8,354,990","4,177,495,000","500",원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;",2359
1979,277880,티에스아이,032902,특수 목적용 기계 제조업,"7,789,765","3,894,882,500","500",원(KRW),031-667-2623,경기도 화성시 향남읍 발안로 702-66(주)티에스아이 ,2359
1980,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500","500",원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,2359
1981,019180,티에이치엔,032809,기타 전기장비 제조업,"18,000,000","9,000,000,000","500",원(KRW),053-583-3001,대구광역시 달서구 성서로71길 43 ,2359
1982,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000","500",원(KRW),031-784-6800,경기도 성남시 중원구 양현로 405번길 12 티엘아이빌딩 7층, 8층, 9층 10층 ,2359
1983,321550,티움바이오,137001,자연과학 및 공학 연구개발업,"23,459,826","11,729,913,000","500",원(KRW),070-4162-7320,"경기도 성남시 분당구 대왕판교로644번길 49 4층(상평동, 다산타워)",2359
1984,091810,티웨이항공,085101,항공 여객 운송업,"46,974,812","23,487,406,000","500",원(KRW),02-6250-4984,서울특별시 강서구 하늘길 210 ,2359
1985,004870,티웨이홀딩스,032601,반도체 제조업,"76,680,855","38,340,427,500","500",원(KRW),02-2056-9800,"서울특별시 성동구 아차산로 153 7층(성수동2가, 예림출판문화센터)",2359
1986,191600,티케이씨,032602,전자부품 제조업,"2,600,000","1,300,000,000","500",원(KRW),,인천광역시 남동구 남동서로269번길 4 ,2359
1987,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000","500",원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,2359
1988,030790,티탑스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","5,932,803","2,966,401,500","500",원(KRW),02-6923-0000,"서울특별시 송파구 백제고분로 69 (잠실동, 애플타워)",2359
1989,309900,티티씨디펜스,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,000,000","5,000,000,000","500",원(KRW),02-406-3789,경기도 부천시 조마루로385번길 122삼보테크노타워 B214호 ,2359
1990,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000","500",원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",2359
1991,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"10,324,479","5,162,239,500","500",원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,2359
1992,217880,틸론,105802,소프트웨어 개발 및 공급업,"3,330,318","1,665,159,000","500",원(KRW),2627-9005,서울특별시 강서구 마곡중앙14로 22틸론 ,2359
1993,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000","500",원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,2359
1994,046210,파나진,032103,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000","500",원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 ,2359
1995,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000","500",원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 ,2359
1996,033540,파라텍,032902,특수 목적용 기계 제조업,"16,983,690","8,491,845,000","500",원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 ,2359
1997,043200,파루,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","38,606,374","19,303,187,000","500",원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 ,2359
1998,217950,파마리서치바이오,032102,의약품 제조업,"4,049,391","2,024,695,500","500",원(KRW),031-8039-1401,강원도 강릉시 사임당로 641-3 -,2359
1999,214450,파마리서치프로덕트,074604,생활용품 도매업,"9,627,643","4,813,821,500","500",원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp,2359
2000,208340,파멥신,032102,의약품 제조업,"6,910,809","3,455,404,500","500",원(KRW),042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층,2359
2001,005690,파미셀,032101,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000","500",원(KRW),02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층) ",2359
2002,177830,파버나인,032602,전자부품 제조업,"11,257,058","5,628,529,000","500",원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,2359
2003,037070,파세코,032805,가정용 기기 제조업,"14,000,000","7,000,000,000","500",원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248 ,2359
2004,150900,파수닷컴,105802,소프트웨어 개발 및 공급업,"9,695,991","4,847,995,500","500",원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 ,2359
2005,037030,파워넷,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","13,259,614","13,259,614,000","1,000",원(KRW),02-3282-0700,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층 ,2359
2006,047310,파워로직스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,420,982","17,442,716,000","500",원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 ,2359
2007,266870,파워풀엑스,074604,생활용품 도매업,"6,408,680","3,204,340,000","500",원(KRW),02-500-8088,서울특별시 강남구 논현로115길 13 파워풀엑스빌딩,2359
2008,170790,파이오링크,032604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000","500",원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,2359
2009,123260,파인넥스,032601,반도체 제조업,"24,015,495","12,007,747,500","500",원(KRW),031-297-3551,경기도 화성시  향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장 ,2359
2010,049120,파인디앤씨,032602,전자부품 제조업,"26,359,944","13,179,972,000","500",원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 ,2359
2011,038950,파인디지털,032604,통신 및 방송 장비 제조업,"10,210,765","5,105,382,500","500",원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41 ,2359
2012,278990,파인이엠텍,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","3,624,222","1,812,111,000","500",원(KRW),031-463-8983,경기도 안양시 만안구 덕천로 38 3층,2359
2013,106240,파인테크닉스,032604,통신 및 방송 장비 제조업,"42,843,380","21,421,690,000","500",원(KRW),031-463-8800,경기도 안양시 만안구  덕천로 38 (주) 파인테크닉스 ,2359
2014,131760,파인텍,032902,특수 목적용 기계 제조업,"42,924,063","21,462,031,500","500",원(KRW),02-711-7900,서울특별시 마포구 마포대로 38 내제2층202호(도화동),2359
2015,065690,파커스,032601,반도체 제조업,"13,963,509","6,981,754,500","500",원(KRW),02-3443-5360,충남 천안시 성거읍 천흥리316-4 ,2359
2016,140860,파크시스템스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,665,055","3,332,527,500","500",원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",2359
2017,091700,파트론,032602,전자부품 제조업,"54,156,410","27,078,205,000","500",원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론,2359
2018,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"24,488,350","12,244,175,000","500",원(KRW),02)6005-0985,"서울특별시 강남구 삼성로 570 6, 7층(삼성동, 석천빌딩) ",2359
2019,038160,팍스넷,106309,기타 정보 서비스업,"12,240,376","6,120,188,000","500",원(KRW),000-1688-5010,서울특별시 강남구 논현로 803 (신사동),2359
2020,202960,판도라티비,105802,소프트웨어 개발 및 공급업,"11,915,582","5,957,791,000","500",원(KRW),070-4484-7100,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 11층 ,2359
2021,032800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500","500",원(KRW),02-3452-6100,서울특별시 강남구 역삼로 248 판타지오 빌딩 ,2359
2022,318010,팜스빌,031007,기타 식품 제조업,"7,929,338","3,964,669,000","500",원(KRW),02-553-1323,서울특별시 강서구 마곡중앙8로3길 37 - ,2359
2023,036580,팜스코,031006,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500","500",원(KRW),02-6200-9901,경기도 안성시  미양면 제2공단4길 33 ,2359
2024,027710,팜스토리,031008,동물용 사료 및 조제식품 제조업,"111,416,600","57,508,629,000","500",원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 ,2359
2025,225590,패션플랫폼,031401,봉제의복 제조업,"26,636,713","2,663,671,300","100",원(KRW),02-573-1292,서울특별시 강남구 논현로28길 9 유진빌딩 3층,2359
2026,054300,팬스타엔터프라이즈,032901,일반 목적용 기계 제조업,"52,317,968","26,158,984,000","500",원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자,2359
2027,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500","500",원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10 ,2359
2028,028670,팬오션,085001,해상 운송업,"534,569,207","534,569,207,000","1,000",원(KRW),02-316-5114,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),2359
2029,222110,팬젠,032102,의약품 제조업,"9,641,781","4,820,890,500","500",원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp",2359
2030,010820,퍼스텍,032502,무기 및 총포탄 제조업,"46,764,840","23,382,420,000","500",원(KRW),055-212-1606,경상남도 창원시 성산구  남면로 485 퍼스텍(주),2359
2031,016800,퍼시스,033201,가구 제조업,"11,500,000","14,300,000,000","1,000",원(KRW),02-3400-6386,서울특별시 송파구 오금로 311 오금동,2359
2032,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"13,071,450","6,535,725,000","500",원(KRW),031-476-8583,"경기도 안양시 동안구 시민대로327번길 24 3층~8층(관양동, 아리온테크놀로지)",2359
2033,251970,펌텍코리아,032202,플라스틱제품 제조업,"12,400,000","6,200,000,000","500",원(KRW),0326834080,인천광역시 부평구 부평대로329번길 46 ,2359
2034,001020,페이퍼코리아,031701,"펄프, 종이 및 판지 제조업","35,166,280","17,583,140,000","500",원(KRW),063-440-5000,전라북도 군산시 외항로 1245 페이퍼코리아(주),2359
2035,327610,펨토바이오메드,137001,자연과학 및 공학 연구개발업,"5,497,965","2,748,982,500","500",원(KRW),031-622-8501,경기도 성남시 분당구 판교로228번길 17 ,2359
2036,087010,펩트론,032101,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000","500",원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 ,2359
2037,090080,평화산업,033003,자동차 신품 부품 제조업,"54,902,259","27,451,129,500","500",원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597 ,2359
2038,043370,평화정공,033003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000","500",원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 ,2359
2039,010770,평화홀딩스,033003,자동차 신품 부품 제조업,"14,625,466","7,312,733,000","500",원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597 ,2359
2040,227420,포레스팅블록체인,074607,기타 전문 도매업,"7,587,936","3,793,968,000","500",원(KRW),02-553-5638,서울특별시 송파구 송파대로 167문정역테라타워 제비(B)동 제8층 제비(B)817호 ,2359
2041,119500,포메탈,032509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000","500",원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 ,2359
2042,016670,포비스티앤씨,074607,기타 전문 도매업,"43,259,394","21,629,697,000","500",원(KRW),02-2046-9375,서울특별시 강남구 언주로 726 두산빌딩 11층 ,2359
2043,056730,포스링크,074607,기타 전문 도매업,"46,163,868","23,081,934,000","500",원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 ",2359
2044,005490,포스코,032401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,2359
2045,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500","500",원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 ,2359
2046,058430,포스코강판,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,2359
2047,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500","500",원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍,2359
2048,047050,포스코인터내셔널,074601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩,2359
2049,003670,포스코케미칼,032302,"내화, 비내화 요업제품 제조업","60,988,220","30,494,110,000","500",원(KRW),,경상북도 포항시 남구 신항로 110 ,2359
2050,189690,포시에스,105802,소프트웨어 개발 및 공급업,"7,880,323","3,940,161,500","500",원(KRW),02-6188-8200,서울특별시 강남구 논현로 646 -,2359
2051,256630,포인트엔지니어링,032509,기타 금속 가공제품 제조업,"56,217,937","5,621,793,700","100",원(KRW),070-4465-7318,충청남도 아산시 둔포면 아산밸리로 89 -,2359
2052,141020,포티스,074709,무점포 소매업,"174,440,126","87,220,063,000","500",원(KRW),031-709-1407,경기도 성남시 중원구 둔촌대로 305 4층 (하대원동) ,2359
2053,007630,폴루스바이오팜,032604,통신 및 방송 장비 제조업,"39,311,572","19,655,786,000","500",원(KRW),02-554-3377,인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동 27층 ,2359
2054,290720,푸드나무,074709,무점포 소매업,"6,806,034","3,403,017,000","500",원(KRW),,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 ,2359
2055,005670,푸드웰,031003,"과실, 채소 가공 및 저장 처리업","10,000,000","5,000,000,000","500",원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 - ,2359
2056,094940,푸른기술,032603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000","500",원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,2359
2057,007330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW),02  -545 -9000,서울특별시 서초구 강남대로 581 ,2359
2058,017810,풀무원,031007,기타 식품 제조업,"38,090,950","19,045,475,000","500",원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27 ,2359
2059,093380,풍강,032509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500","500",원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745 ,2359
2060,023900,풍국주정,031101,알코올음료 제조업,"12,600,000","6,300,000,000","500",원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72 ,2359
2061,103140,풍산,032402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,2359
2062,005810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,2359
2063,195440,퓨전,105802,소프트웨어 개발 및 공급업,"4,135,992","2,067,996,000","500",원(KRW),02-547-7688,서울특별시 강남구 언주로 709 송암빌딩 15층,2359
2064,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"98,947,842","9,894,784,200","100",원(KRW),070-5020-9306,서울특별시 강남구 언주로 637 싸이칸타워 ,2359
2065,220100,퓨쳐켐,032102,의약품 제조업,"5,812,686","2,906,343,000","500",원(KRW),02-497-3114,서울특별시 성동구 연무장3길 21 2층 &nbsp,2359
2066,035200,프럼파스트,032202,플라스틱제품 제조업,"9,730,590","4,865,295,000","500",원(KRW),044-865-9681,대전광역시 중구  동서대로 1187 ,2359
2067,203690,프로스테믹스,032101,기초 의약물질 및 생물학적 제제 제조업,"45,700,634","4,570,063,400","100",원(KRW),02-545-2520,서울특별시 강남구 압구정로14길 22 -,2359
2068,303360,프로테옴텍,032103,의료용품 및 기타 의약 관련제품 제조업,"5,048,897","2,524,448,500","500",원(KRW),02-6968-5277,서울특별시 강서구 양천로 401 강서한강자이타워 A동 702호 ,2359
2069,053610,프로텍,032902,특수 목적용 기계 제조업,"11,000,000","5,500,000,000","500",원(KRW),031-470-0700,경기도 안양시 동안구 시민대로327번길 11-14(관양동) ,2359
2070,053160,프리엠스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000","500",원(KRW),032-679-1477,경기도 부천시 오정구 삼작로178번길 14 ,2359
2071,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000","500",원(KRW),070-4489-7000,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층,2359
2072,222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업,"2,822,050","1,411,025,000","500",원(KRW),02-6908-3540,서울특별시 서초구 방배로 2855층(한샘방배) ,2359
2073,237820,플레이디,137103,광고업,"12,827,140","6,413,570,000","500",원(KRW),031-796-6964,경기도 성남시 분당구 황새울로359번길 11 &nbsp,2359
2074,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"4,263,337","2,131,668,500","500",원(KRW),031-724-2400,"경기도 성남시 분당구 판교로 256번길 25, 제C동  ",2359
2075,300080,플리토,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","5,183,811","2,591,905,500","500",원(KRW),02-512-0142,서울특별시 강남구 테헤란로 211 한국고등교육재단빌딩 9층 ,2359
2076,150440,피노텍,105802,소프트웨어 개발 및 공급업,"9,565,412","4,782,706,000","500",원(KRW),02-522-3558,"서울특별시 서초구 양재천로9길 1 3층(양재동,용두빌딩) ",2359
2077,032580,피델릭스,032601,반도체 제조업,"26,299,866","13,149,933,000","500",원(KRW),031-785-3500,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) ",2359
2078,051380,피씨디렉트,074605,기계장비 및 관련 물품 도매업,"7,668,536","3,834,268,000","500",원(KRW),(02)785-3001,"서울특별시 용산구 원효로 138 8층 (원효로3가, 청진빌딩) ",2359
2079,241820,피씨엘,032103,의료용품 및 기타 의약 관련제품 제조업,"9,528,497","4,764,248,500","500",원(KRW),070-4673-3433,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호 &nbsp",2359
2080,237750,피앤씨테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000","500",원(KRW),031-452-5791,경기도 안양시 동안구 전파로104번길 62 ,2359
2081,131390,피앤이솔루션,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,522,950","7,261,475,000","500",원(KRW),031-299-0100,경기도 수원시 권선구 산업로 185 -,2359
2082,054340,피앤텔,032604,통신 및 방송 장비 제조업,"4,031,039","2,015,519,500","500",원(KRW),054-979-3320,서울특별시 영등포구  선유로 27 대륭오피스텔 1111gh,2359
2083,024850,피에스엠씨,032602,전자부품 제조업,"40,016,523","20,008,261,500","500",원(KRW),031-522-3700,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928,2359
2084,319660,피에스케이,032902,특수 목적용 기계 제조업,"14,765,020","7,382,510,000","500",원(KRW),031-660-8703,경기도 화성시 삼성1로4길 48 ,2359
2085,031980,피에스케이홀딩스,032902,특수 목적용 기계 제조업,"21,562,395","10,781,197,500","500",원(KRW),031)660-8700,경기도 화성시  삼성1로4길 48 피에스케이,2359
2086,002230,피에스텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,669,243","9,834,621,500","500",원(KRW),031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) ,2359
2087,242350,피엔아이컴퍼니,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","4,761,520","2,380,760,000","500",원(KRW),070-8610-5333,제주특별자치도 제주시 첨단로 245-2 ,2359
2088,239890,피엔에이치테크,032001,기초 화학물질 제조업,"2,060,000","1,030,000,000","500",원(KRW),031-8021-1890,"경기도 용인시 기흥구 동백중앙로16번길 16-25, 804호(중동, 대우프론티어밸리1단지) ",2359
2089,137400,피엔티,032902,특수 목적용 기계 제조업,"19,951,295","9,975,647,500","500",원(KRW),054-469-6950,경북 구미시 공단동 270번지 ,2359
2090,128660,피제이메탈,032402,1차 비철금속 제조업,"24,803,369","12,401,684,500","500",원(KRW),02-555-4451,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 ,2359
2091,006140,피제이전자,032701,의료용 기기 제조업,"15,000,000","7,500,000,000","500",원(KRW),032 -326 -7000,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층,2359
2092,062970,피피아이,032604,통신 및 방송 장비 제조업,"9,308,185","4,654,092,500","500",원(KRW),062-972-0116,광주광역시 북구 첨단과기로 345 ,2359
2093,087600,픽셀플러스,032602,전자부품 제조업,"8,166,558","4,083,279,000","500",원(KRW),031-888-5300,"경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp",2359
2094,057880,필로시스헬스케어,074704,"섬유, 의복, 신발 및 가죽제품 소매업","45,633,344","22,816,672,000","500",원(KRW),031-778-0800,경기도 성남시 분당구  정자일로 23  토필드 빌딜,2359
2095,033180,필룩스,032602,전자부품 제조업,"85,812,417","43,056,208,500","500",원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48 ,2359
2096,064800,필링크,074704,"섬유, 의복, 신발 및 가죽제품 소매업","73,862,779","7,386,277,900","100",원(KRW),02-2102-7313,"서울특별시 영등포구 영등포로 272 (영등포동3가, 젬백스링크타워) - ",2359
2097,161580,필옵틱스,032902,특수 목적용 기계 제조업,"18,787,133","9,393,566,500","500",원(KRW),031-292-8321,경기도 수원시 권선구 산업로156번길 17 &nbsp,2359
2098,284620,하나금융11호스팩,116601,금융 지원 서비스업,"5,401,000","540,100,000","100",원(KRW),02-3771-3423,서울특별시 영등포구 의사당대로 82 &nbsp,2359
2099,320000,하나금융13호스팩,116601,금융 지원 서비스업,"3,401,000","340,100,000","100",원(KRW),02-3771-3165,서울특별시 영등포구 의사당대로 82 ,2359
